Word,Furigana,Romaji,JLPT,Hinshi,Golongan Kata Kerja,Bentuk Masu,Bentuk Negatif,Bentuk Lampau,Bentuk Te,Bentuk Potensial,Bentuk Keinginan,Bentuk Perintah,Bentuk Ajakan,Bentuk Kondisional,Bentuk Pasif,Bentuk Kausatif,Indonesia Meaning
広がる,ひろがる,hirogaru,JLPT N3,Verb,Godan (Group 1),広がります,広がらない,広がった,広がって,広がれる,広がりたい,広がれ,広がろう,広がれば,広がられる,広がらせる,untuk menyebar; untuk memperluas
否定する,ひていする,hiteisuru,JLPT N3,Verb,Suru (Group 3),否定します,否定しない,否定した,否定して,否定できる,否定したい,否定しろ,否定しよう,否定すれば,否定される,否定させる,negasi; penyangkalan
一言する,ひとことする,hitokotosuru,JLPT N3,Verb,Suru (Group 3),一言します,一言しない,一言した,一言して,一言できる,一言したい,一言しろ,一言しよう,一言すれば,一言される,一言させる,satu kata; beberapa kata
吠える,ほえる,hoeru,JLPT N3,Verb,Ichidan (Group 2),吠えます,吠えない,吠えた,吠えて,吠えられる,吠えたい,吠えろ,吠えよう,吠えれば,吠えられる,吠えさせる,menggonggong; melolong
微笑む,ほほえむ,hohoemu,JLPT N3,Verb,Godan (Group 1),微笑みます,微笑まない,微笑んだ,微笑んで,微笑める,微笑みたい,微笑め,微笑もう,微笑めば,微笑まれる,微笑ませる,tersenyum
保証する,ほしょうする,hoshousuru,JLPT N3,Verb,Suru (Group 3),保証します,保証しない,保証した,保証して,保証できる,保証したい,保証しろ,保証しよう,保証すれば,保証される,保証させる,jaminan; keamanan
報告する,ほうこくする,houkokusuru,JLPT N3,Verb,Suru (Group 3),報告します,報告しない,報告した,報告して,報告できる,報告したい,報告しろ,報告しよう,報告すれば,報告される,報告させる,laporan; informasi
訪問する,ほうもんする,houmonsuru,JLPT N3,Verb,Suru (Group 3),訪問します,訪問しない,訪問した,訪問して,訪問できる,訪問したい,訪問しろ,訪問しよう,訪問すれば,訪問される,訪問させる,telepon; kunjungi
放送する,ほうそうする,housousuru,JLPT N3,Verb,Suru (Group 3),放送します,放送しない,放送した,放送して,放送できる,放送したい,放送しろ,放送しよう,放送すれば,放送される,放送させる,siaran; penyiaran
保存する,ほぞんする,hozonsuru,JLPT N3,Verb,Suru (Group 3),保存します,保存しない,保存した,保存して,保存できる,保存したい,保存しろ,保存しよう,保存すれば,保存される,保存させる,pelestarian; konservasi
表現する,ひょうげんする,hyougensuru,JLPT N3,Verb,Suru (Group 3),表現します,表現しない,表現した,表現して,表現できる,表現したい,表現しろ,表現しよう,表現すれば,表現される,表現させる,ekspresi; presentasi
一致する,いっちする,icchisuru,JLPT N3,Verb,Suru (Group 3),一致します,一致しない,一致した,一致して,一致できる,一致したい,一致しろ,一致しよう,一致すれば,一致される,一致させる,kebetulan; kesepakatan
位置する,いちする,ichisuru,JLPT N3,Verb,Suru (Group 3),位置します,位置しない,位置した,位置して,位置できる,位置したい,位置しろ,位置しよう,位置すれば,位置される,位置させる,tempat; situasi
抱く,いだく,idaku,JLPT N3,Verb,Godan (Group 1),抱きます,抱かない,抱いた,抱いて,抱ける,抱きたい,抱け,抱こう,抱けば,抱かれる,抱かせる,merangkul; menggendong (misalnya bayi)
移動する,いどうする,idousuru,JLPT N3,Verb,Suru (Group 3),移動します,移動しない,移動した,移動して,移動できる,移動したい,移動しろ,移動しよう,移動すれば,移動される,移動させる,pergerakan; pemindahan
違反する,いはんする,ihansuru,JLPT N3,Verb,Suru (Group 3),違反します,違反しない,違反した,違反して,違反できる,違反したい,違反しろ,違反しよう,違反すれば,違反される,違反させる,pelanggaran; kesalahan
維持する,いじする,ijisuru,JLPT N3,Verb,Suru (Group 3),維持します,維持しない,維持した,維持して,維持できる,維持したい,維持しろ,維持しよう,維持すれば,維持される,維持させる,pemeliharaan; pelestarian
居眠りする,いねむりする,inemurisuru,JLPT N3,Verb,Suru (Group 3),居眠りします,居眠りしない,居眠りした,居眠りして,居眠りできる,居眠りしたい,居眠りしろ,居眠りしよう,居眠りすれば,居眠りされる,居眠りさせる,tertidur (saat duduk); mengantuk
印刷する,いんさつする,insatsusuru,JLPT N3,Verb,Suru (Group 3),印刷します,印刷しない,印刷した,印刷して,印刷できる,印刷したい,印刷しろ,印刷しよう,印刷すれば,印刷される,印刷させる,pencetakan
印象する,いんしょうする,inshousuru,JLPT N3,Verb,Suru (Group 3),印象します,印象しない,印象した,印象して,印象できる,印象したい,印象しろ,印象しよう,印象すれば,印象される,印象させる,kesan
引退する,いんたいする,intaisuru,JLPT N3,Verb,Suru (Group 3),引退します,引退しない,引退した,引退して,引退できる,引退したい,引退しろ,引退しよう,引退すれば,引退される,引退させる,pensiun
引用する,いんようする,inyousuru,JLPT N3,Verb,Suru (Group 3),引用します,引用しない,引用した,引用して,引用できる,引用したい,引用しろ,引用しよう,引用すれば,引用される,引用させる,kutipan; rujukan
苛々する,いらいらする,irairasuru,JLPT N3,Verb,Suru (Group 3),苛々します,苛々しない,苛々した,苛々して,苛々できる,苛々したい,苛々しろ,苛々しよう,苛々すれば,苛々される,苛々させる,menjadi gugup; iritasi
依頼する,いらいする,iraisuru,JLPT N3,Verb,Suru (Group 3),依頼します,依頼しない,依頼した,依頼して,依頼できる,依頼したい,依頼しろ,依頼しよう,依頼すれば,依頼される,依頼させる,permintaan; komisi
意識する,いしきする,ishikisuru,JLPT N3,Verb,Suru (Group 3),意識します,意識しない,意識した,意識して,意識できる,意識したい,意識しろ,意識しよう,意識すれば,意識される,意識させる,kesadaran
頂く,いただく,itadaku,JLPT N3,Verb,Godan (Group 1),頂きます,頂かない,頂いた,頂いて,頂ける,頂きたい,頂け,頂こう,頂けば,頂かれる,頂かせる,menerima; mendapatkan
至る,いたる,itaru,JLPT N3,Verb,Godan (Group 1),至ります,至らない,至った,至って,至れる,至りたい,至れ,至ろう,至れば,至られる,至らせる,"untuk sampai pada (misalnya, sebuah keputusan); untuk mencapai (suatu tahapan)"
悪戯する,いたずらする,itazurasuru,JLPT N3,Verb,Suru (Group 3),悪戯します,悪戯しない,悪戯した,悪戯して,悪戯できる,悪戯したい,悪戯しろ,悪戯しよう,悪戯すれば,悪戯される,悪戯させる,kenakalan; lelucon
祝う,いわう,iwau,JLPT N3,Verb,Godan (Group 1),祝います,祝わない,祝った,祝って,祝える,祝いたい,祝え,祝おう,祝えば,祝われる,祝わせる,untuk memberi selamat; untuk merayakan
邪魔する,じゃまする,jamasuru,JLPT N3,Verb,Suru (Group 3),邪魔します,邪魔しない,邪魔した,邪魔して,邪魔できる,邪魔したい,邪魔しろ,邪魔しよう,邪魔すれば,邪魔される,邪魔させる,halangan; rintangan
実験する,じっけんする,jikkensuru,JLPT N3,Verb,Suru (Group 3),実験します,実験しない,実験した,実験して,実験できる,実験したい,実験しろ,実験しよう,実験すれば,実験される,実験させる,percobaan
実行する,じっこうする,jikkousuru,JLPT N3,Verb,Suru (Group 3),実行します,実行しない,実行した,実行して,実行できる,実行したい,実行しろ,実行しよう,実行すれば,実行される,実行させる,praktik; berlatih
自慢する,じまんする,jimansuru,JLPT N3,Verb,Suru (Group 3),自慢します,自慢しない,自慢した,自慢して,自慢できる,自慢したい,自慢しろ,自慢しよう,自慢すれば,自慢される,自慢させる,kesombongan; membual
実施する,じっしする,jisshisuru,JLPT N3,Verb,Suru (Group 3),実施します,実施しない,実施した,実施して,実施できる,実施したい,実施しろ,実施しよう,実施すれば,実施される,実施させる,penegakan; pelaksanaan
実現する,じつげんする,jitsugensuru,JLPT N3,Verb,Suru (Group 3),実現します,実現しない,実現した,実現して,実現できる,実現したい,実現しろ,実現しよう,実現すれば,実現される,実現させる,"implementasi (misalnya, suatu sistem); materialisasi"
凝乎とする,じっとする,jittosuru,JLPT N3,Verb,Suru (Group 3),凝乎とします,凝乎としない,凝乎とした,凝乎として,凝乎とできる,凝乎としたい,凝乎としろ,凝乎としよう,凝乎とすれば,凝乎とされる,凝乎とさせる,"tanpa bergerak (misalnya berdiri, menunggu); (diam)"
上京する,じょうきょうする,joukyousuru,JLPT N3,Verb,Suru (Group 3),上京します,上京しない,上京した,上京して,上京できる,上京したい,上京しろ,上京しよう,上京すれば,上京される,上京させる,melanjutkan perjalanan ke ibu kota (Tokyo)
上達する,じょうたつする,joutatsusuru,JLPT N3,Verb,Suru (Group 3),上達します,上達しない,上達した,上達して,上達できる,上達したい,上達しろ,上達しよう,上達すれば,上達される,上達させる,"peningkatan (misalnya dalam keterampilan, kemampuan); kemajuan"
準備する,じゅんびする,junbisuru,JLPT N3,Verb,Suru (Group 3),準備します,準備しない,準備した,準備して,準備できる,準備したい,準備しろ,準備しよう,準備すれば,準備される,準備させる,persiapan; penyiapan
渋滞する,じゅうたいする,juutaisuru,JLPT N3,Verb,Suru (Group 3),渋滞します,渋滞しない,渋滞した,渋滞して,渋滞できる,渋滞したい,渋滞しろ,渋滞しよう,渋滞すれば,渋滞される,渋滞させる,kemacetan (misalnya lalu lintas); keterlambatan
被る,かぶる,kaburu,JLPT N3,Verb,Godan (Group 1),被ります,被らない,被った,被って,被れる,被りたい,被れ,被ろう,被れば,被られる,被らせる,untuk mengenakan (di atas kepala); untuk memakai
換える,かえる,kaeru,JLPT N3,Verb,Ichidan (Group 2),換えます,換えない,換えた,換えて,換えられる,換えたい,換えろ,換えよう,換えれば,換えられる,換えさせる,untuk mengganti
輝く,かがやく,kagayaku,JLPT N3,Verb,Godan (Group 1),輝きます,輝かない,輝いた,輝いて,輝ける,輝きたい,輝け,輝こう,輝けば,輝かれる,輝かせる,bersinar; berkilau
限る,かぎる,kagiru,JLPT N3,Verb,Godan (Group 1),限ります,限らない,限った,限って,限れる,限りたい,限れ,限ろう,限れば,限られる,限らせる,membatasi; mempersempit
回復する,かいふくする,kaifukusuru,JLPT N3,Verb,Suru (Group 3),回復します,回復しない,回復した,回復して,回復できる,回復したい,回復しろ,回復しよう,回復すれば,回復される,回復させる,pemulihan; rehabilitasi
会合する,かいごうする,kaigousuru,JLPT N3,Verb,Suru (Group 3),会合します,会合しない,会合した,会合して,会合できる,会合したい,会合しろ,会合しよう,会合すれば,会合される,会合させる,pertemuan; majelis
解決する,かいけつする,kaiketsusuru,JLPT N3,Verb,Suru (Group 3),解決します,解決しない,解決した,解決して,解決できる,解決したい,解決しろ,解決しよう,解決すれば,解決される,解決させる,penyelesaian; solusi
解釈する,かいしゃくする,kaishakusuru,JLPT N3,Verb,Suru (Group 3),解釈します,解釈しない,解釈した,解釈して,解釈できる,解釈したい,解釈しろ,解釈しよう,解釈すれば,解釈される,解釈させる,penjelasan; interpretasi
開始する,かいしする,kaishisuru,JLPT N3,Verb,Suru (Group 3),開始します,開始しない,開始した,開始して,開始できる,開始したい,開始しろ,開始しよう,開始すれば,開始される,開始させる,awal; permulaan
抱える,かかえる,kakaeru,JLPT N3,Verb,Ichidan (Group 2),抱えます,抱えない,抱えた,抱えて,抱えられる,抱えたい,抱えろ,抱えよう,抱えれば,抱えられる,抱えさせる,untuk memegang atau membawa di bawah atau di dalam lengan
罹る,かかる,kakaru,JLPT N3,Verb,Godan (Group 1),罹ります,罹らない,罹った,罹って,罹れる,罹りたい,罹れ,罹ろう,罹れば,罹られる,罹らせる,tertular (suatu penyakit); menderita karena
欠ける,かける,kakeru,JLPT N3,Verb,Ichidan (Group 2),欠けます,欠けない,欠けた,欠けて,欠けられる,欠けたい,欠けろ,欠けよう,欠ければ,欠けられる,欠けさせる,menjadi terkelupas; menjadi rusak
囲む,かこむ,kakomu,JLPT N3,Verb,Godan (Group 1),囲みます,囲まない,囲んだ,囲んで,囲める,囲みたい,囲め,囲もう,囲めば,囲まれる,囲ませる,mengelilingi; melingkupi
拡大する,かくだいする,kakudaisuru,JLPT N3,Verb,Suru (Group 3),拡大します,拡大しない,拡大した,拡大して,拡大できる,拡大したい,拡大しろ,拡大しよう,拡大すれば,拡大される,拡大させる,pembesaran; perluasan
覚悟する,かくごする,kakugosuru,JLPT N3,Verb,Suru (Group 3),覚悟します,覚悟しない,覚悟した,覚悟して,覚悟できる,覚悟したい,覚悟しろ,覚悟しよう,覚悟すれば,覚悟される,覚悟させる,resolusi; pengunduran diri
確認する,かくにんする,kakuninsuru,JLPT N3,Verb,Suru (Group 3),確認します,確認しない,確認した,確認して,確認できる,確認したい,確認しろ,確認しよう,確認すれば,確認される,確認させる,konfirmasi; verifikasi
隠れる,かくれる,kakureru,JLPT N3,Verb,Ichidan (Group 2),隠れます,隠れない,隠れた,隠れて,隠れられる,隠れたい,隠れろ,隠れよう,隠れれば,隠れられる,隠れさせる,bersembunyi; disembunyikan
隠す,かくす,kakusu,JLPT N3,Verb,Godan (Group 1),隠します,隠さない,隠した,隠して,隠せる,隠したい,隠せ,隠そう,隠せば,隠される,隠させる,menyembunyikan; merahasiakan
構う,かまう,kamau,JLPT N3,Verb,Godan (Group 1),構います,構わない,構った,構って,構える,構いたい,構え,構おう,構えば,構われる,構わせる,memperhatikan; mempedulikan
悲しむ,かなしむ,kanashimu,JLPT N3,Verb,Godan (Group 1),悲しみます,悲しまない,悲しんだ,悲しんで,悲しめる,悲しみたい,悲しめ,悲しもう,悲しめば,悲しまれる,悲しませる,merasa sedih; berduka cita
感動する,かんどうする,kandousuru,JLPT N3,Verb,Suru (Group 3),感動します,感動しない,感動した,感動して,感動できる,感動したい,感動しろ,感動しよう,感動すれば,感動される,感動させる,sangat tersentuh secara emosional; kegembiraan
歓迎する,かんげいする,kangeisuru,JLPT N3,Verb,Suru (Group 3),歓迎します,歓迎しない,歓迎した,歓迎して,歓迎できる,歓迎したい,歓迎しろ,歓迎しよう,歓迎すれば,歓迎される,歓迎させる,selamat datang; resepsi
感じる,かんじる,kanjiru,JLPT N3,Verb,Ichidan (Group 2),感じます,感じない,感じた,感じて,感じられる,感じたい,感じろ,感じよう,感じれば,感じられる,感じさせる,merasakan; mengindra
勘定する,かんじょうする,kanjousuru,JLPT N3,Verb,Suru (Group 3),勘定します,勘定しない,勘定した,勘定して,勘定できる,勘定したい,勘定しろ,勘定しよう,勘定すれば,勘定される,勘定させる,perhitungan; komputasi
感覚する,かんかくする,kankakusuru,JLPT N3,Verb,Suru (Group 3),感覚します,感覚しない,感覚した,感覚して,感覚できる,感覚したい,感覚しろ,感覚しよう,感覚すれば,感覚される,感覚させる,indra; sensasi
観光する,かんこうする,kankousuru,JLPT N3,Verb,Suru (Group 3),観光します,観光しない,観光した,観光して,観光できる,観光したい,観光しろ,観光しよう,観光すれば,観光される,観光させる,tamasya
関連する,かんれんする,kanrensuru,JLPT N3,Verb,Suru (Group 3),関連します,関連しない,関連した,関連して,関連できる,関連したい,関連しろ,関連しよう,関連すれば,関連される,関連させる,hubungan; koneksi
管理する,かんりする,kanrisuru,JLPT N3,Verb,Suru (Group 3),管理します,管理しない,管理した,管理して,管理できる,管理したい,管理しろ,管理しよう,管理すれば,管理される,管理させる,"kontrol; manajemen (misalnya, manajemen bisnis)"
完了する,かんりょうする,kanryousuru,JLPT N3,Verb,Suru (Group 3),完了します,完了しない,完了した,完了して,完了できる,完了したい,完了しろ,完了しよう,完了すれば,完了される,完了させる,penyelesaian; kesimpulan
観察する,かんさつする,kansatsusuru,JLPT N3,Verb,Suru (Group 3),観察します,観察しない,観察した,観察して,観察できる,観察したい,観察しろ,観察しよう,観察すれば,観察される,観察させる,pengamatan; survei
完成する,かんせいする,kanseisuru,JLPT N3,Verb,Suru (Group 3),完成します,完成しない,完成した,完成して,完成できる,完成したい,完成しろ,完成しよう,完成すれば,完成される,完成させる,lengkap; penyelesaian
感謝する,かんしゃする,kanshasuru,JLPT N3,Verb,Suru (Group 3),感謝します,感謝しない,感謝した,感謝して,感謝できる,感謝したい,感謝しろ,感謝しよう,感謝すれば,感謝される,感謝させる,terima kasih; rasa syukur
感心する,かんしんする,kanshinsuru,JLPT N3,Verb,Suru (Group 3),感心します,感心しない,感心した,感心して,感心できる,感心したい,感心しろ,感心しよう,感心すれば,感心される,感心させる,kekaguman; terkesan
関する,かんする,kansuru,JLPT N3,Verb,Suru (Group 3),関します,関しない,関した,関して,関できる,関したい,関しろ,関しよう,関すれば,関される,関させる,menyangkut; berhubungan
監督する,かんとくする,kantokusuru,JLPT N3,Verb,Suru (Group 3),監督します,監督しない,監督した,監督して,監督できる,監督したい,監督しろ,監督しよう,監督すれば,監督される,監督させる,pengawasan; kontrol
刈る,かる,karu,JLPT N3,Verb,Godan (Group 1),刈ります,刈らない,刈った,刈って,刈れる,刈りたい,刈れ,刈ろう,刈れば,刈られる,刈らせる,memotong (rambut); memangkas (rumput)
稼ぐ,かせぐ,kasegu,JLPT N3,Verb,Godan (Group 1),稼ぎます,稼がない,稼いだ,稼いで,稼げる,稼ぎたい,稼げ,稼ごう,稼げば,稼がれる,稼がせる,memperoleh (penghasilan); menghasilkan (uang)
語る,かたる,kataru,JLPT N3,Verb,Godan (Group 1),語ります,語らない,語った,語って,語れる,語りたい,語れ,語ろう,語れば,語られる,語らせる,membicarakan; mengoceh tentang
活動する,かつどうする,katsudousuru,JLPT N3,Verb,Suru (Group 3),活動します,活動しない,活動した,活動して,活動できる,活動したい,活動しろ,活動しよう,活動すれば,活動される,活動させる,tindakan; aktivitas
活用する,かつようする,katsuyousuru,JLPT N3,Verb,Suru (Group 3),活用します,活用しない,活用した,活用して,活用できる,活用したい,活用しろ,活用しよう,活用すれば,活用される,活用させる,penggunaan praktis; aplikasi
飼う,かう,kau,JLPT N3,Verb,Godan (Group 1),飼います,飼わない,飼った,飼って,飼える,飼いたい,飼え,飼おう,飼えば,飼われる,飼わせる,memelihara (hewan peliharaan atau hewan lainnya); membesarkan
数える,かぞえる,kazoeru,JLPT N3,Verb,Ichidan (Group 2),数えます,数えない,数えた,数えて,数えられる,数えたい,数えろ,数えよう,数えれば,数えられる,数えさせる,menghitung; mencantumkan
怪我する,けがする,kegasuru,JLPT N3,Verb,Suru (Group 3),怪我します,怪我しない,怪我した,怪我して,怪我できる,怪我したい,怪我しろ,怪我しよう,怪我すれば,怪我される,怪我させる,cedera (untuk menghidupkan objek); luka
経営する,けいえいする,keieisuru,JLPT N3,Verb,Suru (Group 3),経営します,経営しない,経営した,経営して,経営できる,経営したい,経営しろ,経営しよう,経営すれば,経営される,経営させる,manajemen; administrasi
掲示する,けいじする,keijisuru,JLPT N3,Verb,Suru (Group 3),掲示します,掲示しない,掲示した,掲示して,掲示できる,掲示したい,掲示しろ,掲示しよう,掲示すれば,掲示される,掲示させる,pemberitahuan; buletin
計画する,けいかくする,keikakusuru,JLPT N3,Verb,Suru (Group 3),計画します,計画しない,計画した,計画して,計画できる,計画したい,計画しろ,計画しよう,計画すれば,計画される,計画させる,rencana; proyek
経験する,けいけんする,keikensuru,JLPT N3,Verb,Suru (Group 3),経験します,経験しない,経験した,経験して,経験できる,経験したい,経験しろ,経験しよう,経験すれば,経験される,経験させる,pengalaman
警告する,けいこくする,keikokusuru,JLPT N3,Verb,Suru (Group 3),警告します,警告しない,警告した,警告して,警告できる,警告したい,警告しろ,警告しよう,警告すれば,警告される,警告させる,peringatan; saran
傾向する,けいこうする,keikousuru,JLPT N3,Verb,Suru (Group 3),傾向します,傾向しない,傾向した,傾向して,傾向できる,傾向したい,傾向しろ,傾向しよう,傾向すれば,傾向される,傾向させる,kecenderungan; tren
計算する,けいさんする,keisansuru,JLPT N3,Verb,Suru (Group 3),計算します,計算しない,計算した,計算して,計算できる,計算したい,計算しろ,計算しよう,計算すれば,計算される,計算させる,perhitungan; penaksiran
契約する,けいやくする,keiyakusuru,JLPT N3,Verb,Suru (Group 3),契約します,契約しない,契約した,契約して,契約できる,契約したい,契約しろ,契約しよう,契約すれば,契約される,契約させる,kontrak; perjanjian
建築する,けんちくする,kenchikusuru,JLPT N3,Verb,Suru (Group 3),建築します,建築しない,建築した,建築して,建築できる,建築したい,建築しろ,建築しよう,建築すれば,建築される,建築させる,konstruksi; arsitektur (bangunan)
検査する,けんさする,kensasuru,JLPT N3,Verb,Suru (Group 3),検査します,検査しない,検査した,検査して,検査できる,検査したい,検査しろ,検査しよう,検査すれば,検査される,検査させる,"Inspeksi (misalnya, bea cukai, pabrik); pemeriksaan"
建設する,けんせつする,kensetsusuru,JLPT N3,Verb,Suru (Group 3),建設します,建設しない,建設した,建設して,建設できる,建設したい,建設しろ,建設しよう,建設すれば,建設される,建設させる,konstruksi; pendirian
検討する,けんとうする,kentousuru,JLPT N3,Verb,Suru (Group 3),検討します,検討しない,検討した,検討して,検討できる,検討したい,検討しろ,検討しよう,検討すれば,検討される,検討させる,pertimbangan; pemeriksaan
化粧する,けしょうする,keshousuru,JLPT N3,Verb,Suru (Group 3),化粧します,化粧しない,化粧した,化粧して,化粧できる,化粧したい,化粧しろ,化粧しよう,化粧すれば,化粧される,化粧させる,riasan; makeup
欠席する,けっせきする,kessekisuru,JLPT N3,Verb,Suru (Group 3),欠席します,欠席しない,欠席した,欠席して,欠席できる,欠席したい,欠席しろ,欠席しよう,欠席すれば,欠席される,欠席させる,ketidakhadiran; tidak hadir
決心する,けっしんする,kesshinsuru,JLPT N3,Verb,Suru (Group 3),決心します,決心しない,決心した,決心して,決心できる,決心したい,決心しろ,決心しよう,決心すれば,決心される,決心させる,tekad; resolusi
結論する,けつろんする,ketsuronsuru,JLPT N3,Verb,Suru (Group 3),結論します,結論しない,結論した,結論して,結論できる,結論したい,結論しろ,結論しよう,結論すれば,結論される,結論させる,kesimpulan
決定する,けっていする,ketteisuru,JLPT N3,Verb,Suru (Group 3),決定します,決定しない,決定した,決定して,決定できる,決定したい,決定しろ,決定しよう,決定すれば,決定される,決定させる,keputusan; penentuan
希望する,きぼうする,kibousuru,JLPT N3,Verb,Suru (Group 3),希望します,希望しない,希望した,希望して,希望できる,希望したい,希望しろ,希望しよう,希望すれば,希望される,希望させる,harapan; keinginan
きちんとする,きちんとする,kichintosuru,JLPT N3,Verb,Suru (Group 3),きちんとします,きちんとしない,きちんとした,きちんとして,きちんとできる,きちんとしたい,きちんとしろ,きちんとしよう,きちんとすれば,きちんとされる,きちんとさせる,tepat; akurat
寄付する,きふする,kifusuru,JLPT N3,Verb,Suru (Group 3),寄付します,寄付しない,寄付した,寄付して,寄付できる,寄付したい,寄付しろ,寄付しよう,寄付すれば,寄付される,寄付させる,kontribusi; donasi
効く,きく,kiku,JLPT N3,Verb,Godan (Group 1),効きます,効かない,効いた,効いて,効ける,効きたい,効け,効こう,効けば,効かれる,効かせる,menjadi efektif; menunjukkan efek.
緊張する,きんちょうする,kinchousuru,JLPT N3,Verb,Suru (Group 3),緊張します,緊張しない,緊張した,緊張して,緊張できる,緊張したい,緊張しろ,緊張しよう,緊張すれば,緊張される,緊張させる,ketegangan; tekanan mental
禁煙する,きんえんする,kinensuru,JLPT N3,Verb,Suru (Group 3),禁煙します,禁煙しない,禁煙した,禁煙して,禁煙できる,禁煙したい,禁煙しろ,禁煙しよう,禁煙すれば,禁煙される,禁煙させる,berpantang merokok; berhenti merokok
記念する,きねんする,kinensuru,JLPT N3,Verb,Suru (Group 3),記念します,記念しない,記念した,記念して,記念できる,記念したい,記念しろ,記念しよう,記念すれば,記念される,記念させる,peringatan; perayaan
気に入る,きにいる,kiniiru,JLPT N3,Verb,Godan (Group 1),気に入ります,気に入らない,気に入った,気に入って,気に入れる,気に入りたい,気に入れ,気に入ろう,気に入れば,気に入られる,気に入らせる,merasa senang; sesuai
機能する,きのうする,kinousuru,JLPT N3,Verb,Suru (Group 3),機能します,機能しない,機能した,機能して,機能できる,機能したい,機能しろ,機能しよう,機能すれば,機能される,機能させる,fungsi; fasilitas
禁止する,きんしする,kinshisuru,JLPT N3,Verb,Suru (Group 3),禁止します,禁止しない,禁止した,禁止して,禁止できる,禁止したい,禁止しろ,禁止しよう,禁止すれば,禁止される,禁止させる,larangan; penghambatan
記入する,きにゅうする,kinyuusuru,JLPT N3,Verb,Suru (Group 3),記入します,記入しない,記入した,記入して,記入できる,記入したい,記入しろ,記入しよう,記入すれば,記入される,記入させる,entri; pengisian formulir
記憶する,きおくする,kiokusuru,JLPT N3,Verb,Suru (Group 3),記憶します,記憶しない,記憶した,記憶して,記憶できる,記憶したい,記憶しろ,記憶しよう,記憶すれば,記憶される,記憶させる,ingatan; kenangan
嫌う,きらう,kirau,JLPT N3,Verb,Godan (Group 1),嫌います,嫌わない,嫌った,嫌って,嫌える,嫌いたい,嫌え,嫌おう,嫌えば,嫌われる,嫌わせる,membenci; tidak menyukai
切れる,きれる,kireru,JLPT N3,Verb,Ichidan (Group 2),切れます,切れない,切れた,切れて,切れられる,切れたい,切れろ,切れよう,切れれば,切れられる,切れさせる,untuk mematahkan; untuk meretakkan
期待する,きたいする,kitaisuru,JLPT N3,Verb,Suru (Group 3),期待します,期待しない,期待した,期待して,期待できる,期待したい,期待しろ,期待しよう,期待すれば,期待される,期待させる,harapan; antisipasi
帰宅する,きたくする,kitakusuru,JLPT N3,Verb,Suru (Group 3),帰宅します,帰宅しない,帰宅した,帰宅して,帰宅できる,帰宅したい,帰宅しろ,帰宅しよう,帰宅すれば,帰宅される,帰宅させる,pulang ke rumah
気づく,きづく,kizuku,JLPT N3,Verb,Godan (Group 1),気づきます,気づかない,気づいた,気づいて,気づける,気づきたい,気づけ,気づこう,気づけば,気づかれる,気づかせる,memperhatikan; mengenali
コーチする,コーチする,ko-chisuru,JLPT N3,Verb,Suru (Group 3),コーチします,コーチしない,コーチした,コーチして,コーチできる,コーチしたい,コーチしろ,コーチしよう,コーチすれば,コーチされる,コーチさせる,pelatih
越える,こえる,koeru,JLPT N3,Verb,Ichidan (Group 2),越えます,越えない,越えた,越えて,越えられる,越えたい,越えろ,越えよう,越えれば,越えられる,越えさせる,menyeberang; melintasi
克服する,こくふくする,kokufukusuru,JLPT N3,Verb,Suru (Group 3),克服します,克服しない,克服した,克服して,克服できる,克服したい,克服しろ,克服しよう,克服すれば,克服される,克服させる,"penaklukan (masalah, penyakit, kecacatan, dll. misalnya kemiskinan, sakit); mengatasi"
呼吸する,こきゅうする,kokyuusuru,JLPT N3,Verb,Suru (Group 3),呼吸します,呼吸しない,呼吸した,呼吸して,呼吸できる,呼吸したい,呼吸しろ,呼吸しよう,呼吸すれば,呼吸される,呼吸させる,pernapasan; respirasi
好む,このむ,konomu,JLPT N3,Verb,Godan (Group 1),好みます,好まない,好んだ,好んで,好める,好みたい,好め,好もう,好めば,好まれる,好ませる,menyukai; lebih menyukai
混乱する,こんらんする,konransuru,JLPT N3,Verb,Suru (Group 3),混乱します,混乱しない,混乱した,混乱して,混乱できる,混乱したい,混乱しろ,混乱しよう,混乱すれば,混乱される,混乱させる,kekacauan; kerusuhan
混雑する,こんざつする,konzatsusuru,JLPT N3,Verb,Suru (Group 3),混雑します,混雑しない,混雑した,混雑して,混雑できる,混雑したい,混雑しろ,混雑しよう,混雑すれば,混雑される,混雑させる,kemacetan; desak-desak
凍る,こおる,kooru,JLPT N3,Verb,Godan (Group 1),凍ります,凍らない,凍った,凍って,凍れる,凍りたい,凍れ,凍ろう,凍れば,凍られる,凍らせる,membeku; menjadi beku
転ぶ,ころぶ,korobu,JLPT N3,Verb,Godan (Group 1),転びます,転ばない,転んだ,転んで,転べる,転びたい,転べ,転ぼう,転べば,転ばれる,転ばせる,jatuh tersungkur; terjatuh
殺す,ころす,korosu,JLPT N3,Verb,Godan (Group 1),殺します,殺さない,殺した,殺して,殺せる,殺したい,殺せ,殺そう,殺せば,殺される,殺させる,untuk membunuh
骨折する,こっせつする,kossetsusuru,JLPT N3,Verb,Suru (Group 3),骨折します,骨折しない,骨折した,骨折して,骨折できる,骨折したい,骨折しろ,骨折しよう,骨折すれば,骨折される,骨折させる,patah tulang
